"Sentence"	"Author"
"Specially, seeing we got it so easygiven back to us, flung at our heads, as you may say, when of course we allowed to have to steal it back."	"twain"
"yes, sir, I k'n tell you what's tattooed on his breast."	"twain"
"So the old lady says: Betsy (this was a nigger woman), you fly around and get him something to eat as quick as you can, poor thing; and one of you girls go and wake up Buck and tell himoh, here he is himself."	"twain"
"We laid off all the afternoon in the woods talking, and me reading the books, and having a general good time."	"twain"
"He told them he was a piratebeen a pirate for thirty years out in the Indian Oceanand his crew was thinned out considerable last spring in a fight, and he was home now to take out some fresh men, and thanks to goodness he'd been robbed last night and put ashore off of a steamboat without a cent, and he was glad of it; it was the blessedest thing that ever happened to him, because he was a changed man now, and happy for the first time in his life; and, poor as he was, he was going to start right off and work his way back to the Indian Ocean, and put in the rest of his life trying to turn the pirates into the true path; for he could do it better than anybody else, being acquainted with all pirate crews in that ocean; and though it would take him a long time to get there without money, he would get there anyway, and every time he convinced a pirate he would say to him, Don't you thank me, don't you give me no credit; it all belongs to them dear people in Pokeville camp-meeting, natural brothers and benefactors of the race, and that dear preacher there, the truest friend a pirate ever had!"	"twain"
"He scolded us for everything, and we couldn't seem to do nothing right; he found fault with every little thing."	"twain"
"And they'll come a-biling, too."	"twain"
"Ther' ain't no question 'bout it in my mind."	"twain"
"Glory be to goodness, we're shut of them!"	"twain"
"They'd had all the dogs shut up, so they wouldn't scare off the robbers; but by this time somebody had let them loose, and here they come, making powwow enough for a million; but they was our dogs; so we stopped in our tracks till they catched up; and when they see it warn't nobody but us, and no excitement to offer them, they only just said howdy, and tore right ahead towards the shouting and clattering; and then we up-steam again, and whizzed along after them till we was nearly to the mill, and then struck up through the bush to where my canoe was tied, and hopped in and pulled for dear life towards the middle of the river, but didn't make no more noise than we was obleeged to."	"twain"
"But it warn't so this time."	"twain"
"These sparks was our clockthe first one that showed again meant morning was coming, so we hunted a place to hide and tie up right away."	"twain"
"We catched fish and talked, and we took a swim now and then to keep off sleepiness."	"twain"
"And now you see what you GOT by it."	"twain"
"I do not wish any reward but to know I have done the right thing."	"twain"
"Well, she says, I'll run down to breakfast now, and then I'll start straight for Mr. Lothrop's."	"twain"
"Well, before long here comes the wreck, dim and dusky, sliding along down!"	"twain"
"Well, it's all terrible sad; but we've all got to go, one time or another."	"twain"
"I judged I better hide it outside of the house somewheres, because if they missed it they would give the house a good ransacking:  I knowed that very well."	"twain"
"Here, homeless and friendless, after thirty-seven years of bitter captivity, perished a noble stranger, natural son of Louis XIV."	"twain"
"Well, fust I tackled stock."	"twain"
"Ain't them old crippled picks and things in there good enough to dig a nigger out with?"	"twain"
"I see how maybe I could get me and Jim rid of the frauds; get them jailed here, and then leave."	"twain"
"En you ain' deadyou ain' drowndedyou's back agin?"	"twain"
"He put his knife under him, and said he would sleep and get strong, and then he would see who was who."	"twain"
"But what I say is this:  it ain't good sense to go court'n around after a halter if you can git at what you're up to in some way that's jist as good and at the same time don't bring you into no resks."	"twain"
"We went along a narrow place and got into a kind of room, all damp and sweaty and cold, and there we stopped."	"twain"
"I didn't look at him at all."	"twain"
"Warnings to the people that something is up."	"twain"
"Then pretty soon he says: Come to think, the logs ain't a-going to do; they don't have log walls in a dungeon:  we got to dig the inscriptions into a rock."	"twain"
"By rights I reckon we ought to be a couple of years; but we can't."	"twain"
"No, sah, I hain't said a word."	"twain"
"Well, next day they found out the nigger was gone; they found out he hadn't ben seen sence ten o'clock the night the murder was done."	"twain"
"No, sah, thanks to goodness I hain't, Mars Tom."	"twain"
"He has got use for it."	"twain"
"He dressed Jim up in King Lear's outfitit was a long curtain-calico gown, and a white horse-hair wig and whiskers; and then he took his theater paint and painted Jim's face and hands and ears and neck all over a dead, dull, solid blue, like a man that's been drownded nine days."	"twain"
"And so we went for the snakes, and grabbed a couple of dozen garters and house-snakes, and put them in a bag, and put it in our room, and by that time it was supper-time, and a rattling good honest day's work:  and hungry?oh, no, I reckon not!"	"twain"
"I haven't got it in the bookI've only got one volumebut I reckon I can piece it out from memory."	"twain"
"And he said that between the rats and the snakes and the grindstone there warn't no room in bed for him, skasely; and when there was, a body couldn't sleep, it was so lively, and it was always lively, he said, because they never all slept at one time, but took turn about, so when the snakes was asleep the rats was on deck, and when the rats turned in the snakes come on watch, so he always had one gang under him, in his way, and t'other gang having a circus over him, and if he got up to hunt a new place the spiders would take a chance at him as he crossed over."	"twain"
"A Cincinnati boat will, but this is a St. Louis one."	"twain"
"My hands shook, and I was making a bad job of it."	"twain"
"So whilst me and Jim filed away at the pens on a brickbat apiece, Jim a-making his'n out of the brass and I making mine out of the spoon, Tom set to work to think out the coat of arms."	"twain"
"Now, that's something like."	"twain"
"There warn't anything to say."	"twain"
"Tom jerked the door open and flung out a slab of Jim's meat, and the dogs went for it, and in two seconds he was out himself and back again and shut the door, and I knowed he'd fixed the other door too."	"twain"
"Was it a Grangerford or a Shepherdson?"	"twain"
"Then the old man got to cussing, and cussed everything and everybody he could think of, and then cussed them all over again to make sure he hadn't skipped any, and after that he polished off with a kind of a general cuss all round, including a considerable parcel of people which he didn't know the names of, and so called them what's-his-name when he got to them, and went right along with his cussing."	"twain"
"IIthought you'd like it."	"twain"
"He was well born, as the saying is, and that's worth as much in a man as it is in a horse, so the Widow Douglas said, and nobody ever denied that she was of the first aristocracy in our town; and pap he always said it, too, though he warn't no more quality than a mudcat himself."	"twain"
